,Name,Creator,Repeats,Grade,Type,Stars1,Stars2
7279,FINESSE,Aidan Sullivan,85 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7280,4 STEP,Jake Papinaho,Be the first to repeat this problem,6B+,Feet follow hands,,
7281,THAT IS NOT A MONO,Sydney indoor climbing gym,3 repeats,7A,Feet follow hands,KKK,
7282,BAMBOOKIDS 2,takeuchi kouji,14 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7283,BAMBOOKIDS 3,takeuchi kouji,17 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7284,MORNINGCRIMP,Andrey Sushkov,Be the first to repeat this problem,TAt,Feet follow hands,,
7285,FARAWAY,Andrey Sushkov,1 climber has repeated this problem,7B,Feet follow hands,KKK,
7286,YUNG MOSSY,Justin Ridgely,2 repeats,6B+,Feet follow hands,KKK,
7287,PECOROCK 1,Matteo Ronchetti,66 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7288,TECHIQUE GROLEAU,Francis Groleau,24 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7289,HOPSKOTCH,Tom Lloyd,13 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7290,WILD WILD WEST,Matt Ginley,Be the first to repeat this problem,7B+,Feet follow hands,,
7291,BLUESASYLET,Jorgen Bryn Henriksen,3 repeats,7A,Feet follow hands,KKK,
7292,RESPONDING,MrD,95 repeats,7C (User grade 7C),Feet follow hands,KKKKY,
7293,BACK FROM ZILLERTAL,simone antuzzi,95 repeats,7B (User grade 7B),Feet follow hands,KKK,
7294,KNUT,Jorgen Bryn Henriksen,3 repeats,7A,Feet follow hands,KKKkKk,
7295,EMILIO SILVAROLI,simone antuzzi,1 climber has repeated this problem,7B,Feet follow hands,KKKkKk,
7296,DOUCHE,Michiel Nieuwenhuijsen,20 repeats,7C (User grade 7C),Feet follow hands,*,
7297,YANKEE SWAP.,Jesse Montgomery,Be the first to repeat this problem,6C+,Feet follow hands,,
7298,ASCENSION,Craig Duncan,9 repeats,7A (User grade 7A),Feet follow hands,KKKKY,
7299,AB,Team ABC,11 repeats,7A+ (User grade 7A+),Feet follow hands,*,
7300,FEET GO WILD,Movement Crew,Be the first to repeat this problem,6C+,Feet follow hands,,
7301,THE GRAPIST,Alec Walsh,12 repeats,6C (User grade 6C+),Feet follow hands,KKKKY,
7302,MORLOCK,Medvis Petrossian,82 repeats,7A+ (User grade 7A+),Feet follow hands,KKKkKk,
7303,TOO MANY ANTS,Jack Hoagland,5 repeats,6C+,Feet follow hands,KKKKY,
7304,TASTY WALLS,Jack Hoagland,5 repeats,6C+,Feet follow hands,KKKKY,
7305,FINGERBANGIN' SUSIE A,Jesse Firestone,3 repeats,TAt,Feet follow hands,KKKkKk,
7306,LOVE AND SQUALOR,Carl Stahoviak,61 repeats,7B (User grade 7B),Feet follow hands,KKKKY,
7307,YES YES OMG PLEASE NOW,Nomad bouldering gym,3 repeats,6B+,Feet follow hands,KKKkKk,
7308,BAMBOOKIDS 4,takeuchi kouji,4repeats,6B+,Feet follow hands,KKKkKk,
7309,PERFECT BAR,sonomi imagawa,3 repeats,6C+,Feet follow hands,KKKKY,
7310,DEWALT VARIATION,Thomas Holm Blaabjerg,7 repeats,7B,Feet follow hands,KKKkKk,
7311,STRENGTH CAP.,Mumia,1 climber has repeated this problem,7A,Feet follow hands,*,
7312,GV2,jblee,19 repeats,6B+ (User grade 6B+),Feet follow hands,*,
7313,mesic,Hoseok Lee,21 repeats,7A (User grade 7A),Feet follow hands,KKKkKk,
7314,FUR IMMER MEIN,Hoseok Lee,248 repeats,7C (User grade 7C),Feet follow hands,KKKKY,
7315,WHERE'S MY SUPER SUIT?,Jack Hoagland,6 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7316,BANANA PHONE,Fabian Schulz,2 repeats,6C+,Feet follow hands,KKKKY,
7317,WARMING UP!,Fabian Schulz,38 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7318,BUNCH YOU IN THE FACE,Jay Perry,6 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7319,SUMMER END PARTY,simone antuzzi,1 climber has repeated this problem,TAt,Feet follow hands,KKKkKk,
7320,OOOH,Dimitar Rusev,Be the first to repeat this problem,7B+,Feet follow hands,,
7321,MIMIMI,Florian Arendt,11 repeats,6B+ (User grade 6B+),Feet follow hands,*,
7322,PACMAN346,Dimitar Rusev,1 climber has repeated this problem,6C+,Feet follow hands,*,
7323,PACMAN347,Dimitar Rusev,6 repeats,6C+ (User grade 6C+),Feet follow hands,KKKkKk,
7324,LAPNOR PROJECT REPLICA,Jack Davison,4repeats,7B+ (User grade 7B+),Feet follow hands,KKKKY,
7325,BEGIN AGAIN,Amylee Thornhill,Be the first to repeat this problem,6C+,Feet follow hands,,
7326,FLOW N POP,Dave Lee,8 repeats,TAt,Feet follow hands,KKKkKk,
7327,BIGUNS,DjTrance,22 repeats,6C (User grade 6C),Feet follow hands,*,
7328,THIS. IS. MOON.,Dave Lee,4repeats,TAt,Feet follow hands,KKKkKk,
7329,MORE-LOCK,Medvis Petrossian,2 repeats,7C+ (User grade 7C+),Feet follow hands,*,
7330,TEETER,Eric Sethna,1 climber has repeated this problem,8A,Feet follow hands,*,
7331,TAKE A STEP BACK,Ben Burkhalter,5 repeats,7A (User grade 7A),Feet follow hands,KKKKY,
7332,SENIOR PIMP,Jordan Fugitt,65 repeats,7B (User grade 7B),Feet follow hands,KKKKY,
7333,DRAY1,Denver Heinz,Be the first to repeat this problem,6B+,Feet follow hands,,
7334,SWANG RIGHT,Kyle Anderson,1 climber has repeated this problem,TAt,Feet follow hands,,
7335,SWANG LEFT,Kyle Anderson,1 climber has repeated this problem,TAt,Feet follow hands,,
7336,HAPPINESS V3,Climb Oz,8 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7337,EASY BOULDER,Sydney indoor climbing gym,Be the first to repeat this problem,6B+,Feet follow hands,,
7338,GREAT WORK,Sydney indoor climbing gym,Be the first to repeat this problem,6B+,Feet follow hands,,
7339,HI MY,Sydney indoor climbing gym,2 repeats,6B+,Feet follow hands,,
7340,JAKE PROB 5,chris coppard,Be the first to repeat this problem,7A,Feet follow hands,,
7341,CROSSY DANK,Nomad bouldering gym,Be the first to repeat this problem,6B+,Feet follow hands,,
7342,REPEAT #1,Elliot Hutchinson,10 repeats,7A (User grade 6C+),Feet follow hands,*,
7343,REPEAT #2,Elliot Hutchinson,11 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7344,PETE MURRAY,les ching,5 repeats,6B+ (User grade 6B+),Feet follow hands,KKKkKk,
7345,REPEAT #3,Elliot Hutchinson,17 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7346,FINT,Patrik Lundin,5 repeats,7B,Feet follow hands,KKKKY,
7347,FRANKENJURA LIGHT,Thomas Holm Blaabjerg,13 repeats,7C (User grade 7C),Feet follow hands,KKKkKk,
7348,FRANKENSTEIN LIGHT,Thomas Holm Blaabjerg,9 repeats,7c,Feet follow hands,KKKKY,
7349,MISTER WARMUP,Max Czaplinski,12 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7350,EASY BOARD,Myung Jin Shin,Be the first to repeat this problem,6C+,Feet follow hands,,
7351,HOLIDAY IN CAMBODIA,levi jackson,1 climber has repeated this problem,7A,Feet follow hands,KKKkKk,
7352,CHATTANOOGA UBER ALLES B,levi jackson,52 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7353,POKAHONTAZ,Pawel Paraskiewas,4repeats,6C+,Feet follow hands,KKKKY,
7354,2WITH NO?,Mandi Carrera,15 repeats,6B+ (User grade 6B+),Feet follow hands,*,
7355,GIEGEN DINO,Simon GoRmann,6 repeats,6C (User grade 6C),Feet follow hands,KKK,
7356,V-V-V-V,Donggyu Lee,3 repeats,6c,Feet follow hands,KKK,
7357,VVVVV,Donggyu Lee,5 repeats,6C+ (User grade 6C+),Feet follow hands,KKK,
7358,OCTOBER SKY,Crux Padwell,3 repeats,7B+,Feet follow hands,KKKkKk,
7359,PSYCH WRONG #,Thomas Olson,6 repeats,6B+ (User grade 6B+),Feet follow hands,KKK,
7360,SCRANTON STRANGLER,Jesse Montgomery,6 repeats,6B+ (User grade 6B+),Feet follow hands,KKK,
7361,IDAS D@D,Peter Ellerbek,15 repeats,6B+ (User grade 6B+),Feet follow hands,*,
7362,DIFS,Denver Heinz,12 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7363,THE SQUEEZE,Victor Dalesten,3 repeats,6c,Feet follow hands,KKK,
7364,TESTPIECE,Victor Dalesten,Be the first to repeat this problem,6B+,Feet follow hands,,
7365,OH,cooper doe,141 repeats,7B+ (User grade 7B+),Feet follow hands,KKKKY,
7366,DONKEY TEETH,cooper doe,16 repeats,7B (User grade 7B),Feet follow hands,KKKKY,
7367,COOL KID ON CAMPUS,Matt Desantis,12 repeats,7C (User grade 7C),Feet follow hands,KKKkKk,
7368,ZEGGERT_2,Zach Eggert,3 repeats,6C+,Feet follow hands,KKKKY,
7369,TRESBLANCOSUNAMARILLOYDOS,Movement Crew,Be the first to repeat this problem,6B+,Feet follow hands,,
7370,$$$,nick durecki,Be the first to repeat this problem,7B+,Feet follow hands,,
7371,STRONG ARM PAPERBOY,michael orellana,2 repeats,6c,Feet follow hands,KKK,
7372,STRETCHARMSTRONG,Cole Bradburn,2 repeats,7B,Feet follow hands,KKK,
7373,HARBLOOGITY SCHUPP,Nat Bransky,Be the first to repeat this problem,6C+,Feet follow hands,,
7374,WWWww,Donggyu Lee,39 repeats,7B+ (User grade 7B+),Feet follow hands,KKK,
7375,WORMUP BEFORE SUPERMEGOS,russian did it,3 repeats,6c,Feet follow hands,KKK,
7376,BLOCHAUS TRY,Paris Raphael,5 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7377,MOONA,sam healy,1 climber has repeated this problem,7B+,Feet follow hands,KKK,
7378,RAPH'MADNESS.,Paris Raphael,1 climber has repeated this problem,6C+,Feet follow hands,*,
7379,RAPH'MADNESS #2,Paris Raphael,3 repeats,6B+ (User grade 6B+),Feet follow hands,KKK,
7380,PURP DON,Medvis Petrossian,Be the first to repeat this problem,7c,Feet follow hands,,
7381,DEATH BY CRIMPS,Mitchell Scolyer,2 repeats,6c,Feet follow hands,KKK,
7382,OCTOBER'S OWN,Medvis Petrossian,3 repeats,7B+ (User grade 7B+),Feet follow hands,KKK,
7383,BRING IT BRO,Mitchell Scolyer,1 climber has repeated this problem,6C+,Feet follow hands,KKKKY,
7384,JUST BE TALL,Mitchell Scolyer,17 repeats,6C (User grade 6C),Feet follow hands,KKKkKk,
7385,ROTATION,Thomas Holm Blaabjerg,5 repeats,7B,Feet follow hands,KKK,
7386,DOUBLE HAPPINESS,Climb Oz,10 repeats,6B+ (User grade 6B+),Feet follow hands,KKK,
7387,DELAYED,Thomas Holm Blaabjerg,10 repeats,7C+ (User grade 7C+),Feet follow hands,KKK,
7388,MIDGETPOWER,Caroline Gordon,161 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7389,IT'S SO EASY...,Kyle Knapp,22 repeats,6C (User grade 6B+),Feet follow hands,KKK,
7390,HANGBOARD NOT REQUIRED,Dave Lee,3610 repeats,7B (User grade 7B),Feet follow hands,KKKKY,
7391,PEDRO,Konrad Suter,4repeats,6B+,Feet follow hands,KKK,
7392,CHRIS PROBLEM,Christopher Pattberg,6 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7393,CHRIS PROBLEM,Christopher Pattberg,5 repeats,6c,Feet follow hands,KKKKY,
7394,THE OLD MAN AND THE BOARD,Christopher Pattberg,3797 repeats,6C (User grade 6C),Feet follow hands,KKK,
7395,EVI ONLY,Thorsten Ohler,27 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7396,IL GRANDE BLACK,simone antuzzi,Be the first to repeat this problem,TAt,Feet follow hands,KKK,
7397,ANGRY BIRD,Daniel Festa,1 climber has repeated this problem,7A,Feet follow hands,KKK,
7398,DEVASTATION,simone antuzzi,Be the first to repeat this problem,7A,Feet follow hands,KKKkKk,
7399,EMULATION,simone antuzzi,Be the first to repeat this problem,6C+,Feet follow hands,KKK,
7400,MARTIN DU ER SOT,Axel Nikodemussen,3 repeats,7A (User grade 7A),Feet follow hands,b oo akans,
7401,CAN YOU FEEL MY HEART,simone antuzzi,2 repeats,7B,Feet follow hands,KKK,
7402,HAZELNUT,Bend Rock Gym,2 repeats,6C+,Feet follow hands,KKK,
7403,LANDON LEARNED LESSONS,Bhetrick,7 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7404,MONKEY MAN,Bhetrick,1 climber has repeated this problem,6B+,Feet follow hands,,
7405,ONLY FOR ME,Elgin Hii,7 repeats,6B+ (User grade 6B+),Feet follow hands,KKKkKk,
7406,NOT ALMOST THERE,jules rontanini,1 climber has repeated this problem,6c,Feet follow hands,KKK,
7407,GOOD LUCK,Subs Wingo,7 repeats,7A,Feet follow hands,KKK,
7408,LG1,Subs Wingo,14 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7409,I LOVE BANANAS,Climb Oz,Be the first to repeat this problem,6B+,Feet follow hands,,
7410,"OH, GIVE ME A BREAK!",Richard Irie,39 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7411,"YEAH, WELL, TOUGH TITTIES",Richard Irie,29 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7412,DISSING € SIM - HIGHSTAND,Andrew Gohlich,3 repeats,6B+,Feet follow hands,KKK,
7413,DARYL'S V2,Warren Burless,25 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7414,GASTON MEANS BOY,Warren Burless,5 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7415,DESTINY IN POCKET,Valeriy Alexeyev,1 climber has repeated this problem,7B,Feet follow hands,KKK,
7416,THE BEGINNING,William,1 climber has repeated this problem,6C+,Feet follow hands,KKKKY,
7417,CLIP AND GO,William,4repeats,6B+,Feet follow hands,KKKkKk,
7418,POWER RANGERS,William,Be the first to repeat this problem,6C+,Feet follow hands,,
7419,THE 'HARDEST' PROBLEM,Nomad bouldering gym,1 climber has repeated this problem,6B+,Feet follow hands,KKKKY,
7420,IN THE MEANTIME,Kyle Knapp,28 repeats,7A (User grade 7A),Feet follow hands,KKK,
7421,CIRQUE IT,Rutrials,4repeats,6c,Feet follow hands,KKK,
7422,FORREST FIRES,Rutrials,1 climber has repeated this problem,6c,Feet follow hands,KKK,
7423,GINGER BEER POWER,Alex Taylor,13 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7424,LIQUOR IN THE FRONT,levi jackson,2 repeats,6C+,Feet follow hands,KKK,
7425,EASY FIRST MOVE,Jack Davison,18 repeats,7B+ (User grade 7B+),Feet follow hands,KKKKY,
7426,DOM'S GOT PROBLEMS,Ed Willson,Be the first to repeat this problem,7A,Feet follow hands,,
7427,PIGEON RAT,Ed Willson,6 repeats,7A,Feet follow hands,KKKKY,
7428,LAWNMOWER,Ben Snyder,238 repeats,7A+ (User grade 7A+),Feet follow hands,KKK,
7429,DRYFIRE DREAMS,Ben Snyder,1 climber has repeated this problem,7c,Feet follow hands,KKK,
7430,BONJOUR SOLEIL,Emile Remington-Molgat,1 climber has repeated this problem,6C+,Feet follow hands,KKK,
7431,WANNA DINO?,Emile Remington-Molgat,1 climber has repeated this problem,6B+,Feet follow hands,,
7432,OVER YONDER,Auggie Chi,12 repeats,7A+ (User grade 7A+),Feet follow hands,KKK,
7433,THE CRIMPATHON,Auggie Chi,3 repeats,7B+,Feet follow hands,KKKKY,
7434,SIMPLE THUGGERY,Dan,6 repeats,7A,Feet follow hands,KKKKY,
7435,NATHANIELCOLEMAN 2 BURNER,Mark Kattus,Be the first to repeat this problem,7A,Feet follow hands,,
7436,JIMMY WwW.,Mark Kattus,2 repeats,7B+,Feet follow hands,KKK,
7437,JOE KINDER GARDEN,Mark Kattus,10 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7438,BIG MUSHROOMS,Auggie Chi,10 repeats,7B+ (User grade 7B+),Feet follow hands,KKKKY,
7439,DUDE PERFECT,Bend Rock Gym,13 repeats,6c,Feet follow hands,KKKKY,
7440,TR1,Vic Wei,12 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7441,WHITE CAT,lotta frnstl,11 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7442,GLAZED NACHOS,Auggie Chi,Be the first to repeat this problem,7A,Feet follow hands,,
7443,END TRANSMISSION,Kyle Knapp,47 repeats,7A (User grade 7A),Feet follow hands,KKK,
7444,JUMBO JUMPS (ARETE ON),Auggie Chi,6 repeats,7B,Feet follow hands,KKKKY,
7445,CLUTTERFUNK,Norah Chi,2 repeats,TAt,Feet follow hands,KKKkKk,
7446,DAJJJE,Liuk Ligari,1 climber has repeated this problem,7A,Feet follow hands,KKKKY,
7447,CHEESE DOODLE FOR AN ODLE,Auggie Chi,5 repeats,7B+ (User grade 7B+),Feet follow hands,KKKKY,
7448,POLARGEIST,Norah Chi,Be the first to repeat this problem,6C+,Feet follow hands,,
7449,GEOMETRICAL DENOMINATOR,Norah Chi,Be the first to repeat this problem,7B+ (User grade 7B+),Feet follow hands,,
7450,FINGERDASH,Norah Chi,Be the first to repeat this problem,7A,Feet follow hands,,
7451,XSTEP,Auggie Chi,1 climber has repeated this problem,TAt,Feet follow hands,KKKKY,
7452,BLAST PROCESSING,Norah Chi,Be the first to repeat this problem,TAt,Feet follow hands,,
7453,CLUBSTEP (LEFT ARETE ON),Auggie Chi,Be the first to repeat this problem,7C (User grade 7C),Feet follow hands,,
7454,CAN'T LET GO,Norah Chi,Be the first to repeat this problem,6C+,Feet follow hands,,
7455,STEREO MADNESS,Norah Chi,6 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7456,TOXIC CHALK SYNDROME,Norah Chi,1 climber has repeated this problem,7A,Feet follow hands,KKK,
7457,SHADOW FIGHT,Auggie Chi,6 repeats,6C+,Feet follow hands,KKK,
7458,NUCLEAR GAS SYNDROME,Norah Chi,22 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKY,
7459,PSYCHOTIC PINCHING SYNDRO,Norah Chi,16 repeats,6C+,Feet follow hands,KKKKY,
7460,DON'T HACK THE SYSTEM,Norah Chi,17 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7461,WHO LIKES TO DIE!?!7!,Auggie Chi,3 repeats,7B+ (User grade 7B+),Feet follow hands,*,
7462,CALL OF THE YEE,Norah Chi,Be the first to repeat this problem,6C+,Feet follow hands,,
7463,THE PINCHERS' PARTY,Auggie Chi,Be the first to repeat this problem,TAt,Feet follow hands,,
7464,POP POP,Eric Vaughan,2 repeats,6c,Feet follow hands,KKK,
7465,STARTING SOMEWHERE,Noah,2 repeats,6B+,Feet follow hands,KKK,
7466,IT'S A START,Noah,2 repeats,6B+,Feet follow hands,KKK,
7467,I GUESS...,Noah,3 repeats,6B+,Feet follow hands,KKKKY,
7468,I GUESS...,Noah,3 repeats,6B+,Feet follow hands,KKKKY,
7469,I GUESS...,Noah,3 repeats,6B+,Feet follow hands,KKKKY,
7470,I GUESS...,Noah,3 repeats,6B+,Feet follow hands,KKKKY,
7471,I GUESS...,Noah,3 repeats,6B+,Feet follow hands,KKKKY,
7472,ILLY FILLY FUNK,Silo23,Be the first to repeat this problem,6C+,Feet follow hands,,
7473,SNAPDRAGON,nakashi kazuhiro,3 repeats,TAt,Feet follow hands,KKK,
7474,JOSHY WOSHY,Jasmine Choi,2 repeats,6C+,Feet follow hands,KKKKY,
7475,END OF THE SUMMER,nakashi kazuhiro,16 repeats,7B (User grade 7B),Feet follow hands,KKKKY,
7476,YOU'RE GREAT,Jacob Lindroos,32 repeats,6C+ (User grade 6C+),Feet follow hands,KKK,
7477,HUMPTY DUMPTY,Sean Reilly,9 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7478,OLD SCHOOL COOL,les ching,10 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7479,GINGER BEER ROCKS,Alex Taylor,28 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7480,ROBIN KAN,Patrik Lundin,14 repeats,7A+ (User grade 7B),Feet follow hands,KKKKY,
7481,FILIP KAN,Patrik Lundin,6 repeats,7A+ (User grade 7A+),Feet follow hands,KKK,
7482,ZLATI CHERPI,Yosif Yosifov,41 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7483,GULT E FULT,Patrik Lundin,12 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKY,
7484,INTE VANITY,Patrik Lundin,58 repeats,7A+ (User grade 7A+),Feet follow hands,KKKKY,
7485,ML'S BOULDER,Jon Pal Hamre,28 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7486,JUMP LITTLE SPIDER,Victor Dalesten,9 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7487,WHITE LEFTY,Jorgen Bryn Henriksen,17 repeats,6C (User grade 6C),Feet follow hands,KKK,
7488,WHITE HOLES,Jorgen Bryn Henriksen,40 repeats,7A (User grade 7A),Feet follow hands,KKKKY,
7489,OPEN FEET-STATIC,Grace Kitchell,4repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7490,T2 STATIC OPENFEEET,Grace Kitchell,3 repeats,6B+,Feet follow hands,KKKkKk,
7491,LOST IN THE SUPERMARKET,Matt Corbishley,8 repeats,7C+ (User grade 7C+),Feet follow hands,KKK,
7492,SAY IT AIN'T SO,Matt Corbishley,33 repeats,7C+ (User grade 7C+),Feet follow hands,KKK,
7493,CHANGE AGENT SKILLS,Emmanuel Madayag,6 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7494,BLOCTEK,rotem mozes,8 repeats,7A (User grade 7A),Feet follow hands,KKK,
7495,FLOWER FLOW,Dave Lee,12 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7496,WARM UP ALPHA,Anthony Ross,5 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7497,POKER IN THE REAR,levi jackson,3 repeats,7A,Feet follow hands,KKK,
7498,CAMPUS1,Emil Faugli,6 repeats,7A (User grade 7A),Feet follow hands,KKK,
7499,SKATE OFF A CLIFF,Anthony Ross,2 repeats,6B+,Feet follow hands,KKK,
7500,SHIP AHOY,Rob Hunter,3 repeats,7B,Feet follow hands,KKKKY,
7501,SUPALEX,Jimmy karlsen,1 climber has repeated this problem,6B+,Feet follow hands,KKKKY,
7502,KOFFERPACKEN,Adam Kaiser,5 repeats,6c,Feet follow hands,KKKKY,
7503,ELLA2,Aimee Roseborrough,7 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7504,ANIER'S LESSON,cesar capilla,1 climber has repeated this problem,6B+,Feet follow hands,KKKKY,
7505,SNOOPDOG,Adam Kaiser,3 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7506,NETZFETZER,Adam Kaiser,2 repeats,6c,Feet follow hands,KKK,
7507,LALALAND,Adam Kaiser,3 repeats,6C (User grade 6C),Feet follow hands,KKK,
7508,LANDON'S REDEMPTION,Bhetrick,3 repeats,TAt,Feet follow hands,KKK,
7509,FLIP THE FLAP,Loli,Be the first to repeat this problem,6B+,Feet follow hands,,
7510,EY,Bend Rock Gym,Be the first to repeat this problem,6B+,Feet follow hands,,
7511,BIG E'SMALLS,Travis Backman,15 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7512,HIGH STEP IF YOU CAN,Thomas Carff,13 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7513,WILLY NILLY,Augustus Cobb,Be the first to repeat this problem,7A,Feet follow hands,,
7514,WILLY'S NILLIES,Augustus Cobb,2 repeats,7A,Feet follow hands,KKK,
7515,THE SHARMA INITIATIVE,simon carisse,2 repeats,7B+,Feet follow hands,KKKKY,
7516,JJONG WARM-UP #1,Jong Baik,5 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7517,JJONG WARM-UP #2,Jong Baik,7 repeats,6B+ (User grade 6B+),Feet follow hands,KKK,
7518,THUGGY AND JUGGY,epley,25 repeats,7B (User grade 7B),Feet follow hands,KKK,
7519,TORSION,epley,27 repeats,7B+ (User grade 7B+),Feet follow hands,KKK,
7520,AFRO NINJA,Jonathan Pham,1 climber has repeated this problem,6B+,Feet follow hands,KKKKY,
7521,THANK YOU BASED GOD,Jonathan Pham,2 repeats,6B+,Feet follow hands,KKKKY,
7522,PRIMO VICTORIA,Tim King,1 climber has repeated this problem,6C+,Feet follow hands,KKKkKk,
7523,BUTTERCUP,Jeremy Rogers,19 repeats,6C (User grade 6C),Feet follow hands,KKK,
7524,MACARONI ASS FACE,Jeff Hamlin,1 climber has repeated this problem,7A,Feet follow hands,KKK,
7525,BEN'S FIRST,Ben Gaertner,12 repeats,6B+ (User grade 6B+),Feet follow hands,KKKKY,
7526,DAINAGON,hikaru miyazaki,2 repeats,6c,Feet follow hands,KKK,
7527,IMMOLATION,Medvis Petrossian,4repeats,8A,Feet follow hands,KKK,
7528,ML'S PROJECT,Jon Pal Hamre,59 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
7529,BLISSFUL IGNORANCE,Bobby Shih,11 repeats,6C (User grade 6B+),Feet follow hands,KKKKY,
7530,HARDER GAME,Ben Burkhalter,1 climber has repeated this problem,7c,Feet follow hands,KKK,
7531,MOONING VAR,levi jackson,129 repeats,6C+ (User grade 6C+),Feet follow hands,KKKKY,
7532,LE FIN D'EASY,Mumia,10 repeats,7A (User grade 7A),Feet follow hands,KKK,
7533,THE COOKIE DIET,David Cohen,52 repeats,6C (User grade 6C),Feet follow hands,KKKKY,
